transaction_id,timestamp,date,hour,pos_terminal_id,cashier_id,product_id,sku,product_name,category,quantity,unit_sell_price,line_total,payment_method
T1229,2024-05-13 17:04:46,2024-05-13,17:00,POS-1,C002,P036,ENERGY-BAR,Protein Bar,Candy,3,42.75,128.25,Apple Pay
T1195,2024-05-13 17:31:41,2024-05-13,17:00,POS-2,C001,P003,EGG-12CT,Eggs 12ct,Grocery,2,37.39,74.78,Cash
T1195,2024-05-13 17:31:41,2024-05-13,17:00,POS-2,C003,P038,ALMONDS,Blue Diamond Almonds,Snacks,2,25.38,50.76,Apple Pay
T1195,2024-05-13 17:31:41,2024-05-13,17:00,POS-1,C003,P025,TUNA,Tuna Can,Grocery,1,11.46,11.46,Card
T1222,2024-05-13 17:33:12,2024-05-13,17:00,POS-1,C001,P024,SOUP,Chicken Soup Can,Grocery,3,3.37,10.11,Apple Pay
T1200,2024-05-13 17:35:57,2024-05-13,17:00,POS-2,C003,P010,CHOC-BAR,Chocolate Bar,Candy,2,27.61,55.22,Card
T1225,2024-05-13 17:39:03,2024-05-13,17:00,POS-1,C001,P023,SAUCE,Tomato Sauce Jar,Grocery,3,8.57,25.71,Card
T1206,2024-05-13 18:33:29,2024-05-13,18:00,POS-2,C001,P029,BACON,Bacon Pack,Meat,2,2.13,4.26,EBT
T1212,2024-05-13 18:41:14,2024-05-13,18:00,POS-1,C002,P005,MILK-GAL,Milk Gallon,Dairy,1,4.49,4.49,Cash
T1212,2024-05-13 18:41:14,2024-05-13,18:00,POS-1,C003,P014,GATORADE,Gatorade 20oz,Beverage,3,30.95,92.85,Card
T1198,2024-05-13 18:42:40,2024-05-13,18:00,POS-2,C002,P015,ORANGE-JUICE,Orange Juice,Beverage,1,4.16,4.16,Card
T1198,2024-05-13 18:42:40,2024-05-13,18:00,POS-1,C001,P005,MILK-GAL,Milk Gallon,Dairy,3,4.49,13.47,EBT
T1198,2024-05-13 18:42:40,2024-05-13,18:00,POS-2,C001,P005,MILK-GAL,Milk Gallon,Dairy,2,4.49,8.98,EBT
T1209,2024-05-13 18:43:06,2024-05-13,18:00,POS-2,C002,P002,COKE-12OZ,Coca-Cola 12oz,Beverage,2,24.42,48.84,EBT
T1209,2024-05-13 18:43:06,2024-05-13,18:00,POS-1,C001,P040,TEA-BOTTLE,Iced Tea Bottle,Beverage,2,23.35,46.70,EBT
T1208,2024-05-13 19:16:24,2024-05-13,19:00,POS-2,C001,P020,SUGAR,Sugar 4lb,Grocery,2,5.28,10.56,EBT
T1208,2024-05-13 19:16:24,2024-05-13,19:00,POS-1,C001,P016,YOGURT,Greek Yogurt Cup,Dairy,1,26.09,26.09,EBT
T1208,2024-05-13 19:16:24,2024-05-13,19:00,POS-2,C001,P003,EGG-12CT,Eggs 12ct,Grocery,1,37.39,37.39,Apple Pay
T1208,2024-05-13 19:16:24,2024-05-13,19:00,POS-2,C002,P013,WATER-24PK,Bottled Water 24pk,Beverage,1,17.29,17.29,EBT
T1197,2024-05-13 20:09:21,2024-05-13,20:00,POS-1,C003,P005,MILK-GAL,Milk Gallon,Dairy,1,4.49,4.49,Card
T1196,2024-05-13 20:36:25,2024-05-13,20:00,POS-1,C003,P003,EGG-12CT,Eggs 12ct,Grocery,1,37.39,37.39,Card
T1221,2024-05-13 21:24:00,2024-05-13,21:00,POS-2,C001,P019,COFFEE-CAN,Ground Coffee,Grocery,3,5.00,15.00,Apple Pay
T1204,2024-05-13 21:43:55,2024-05-13,21:00,POS-1,C003,P020,SUGAR,Sugar 4lb,Grocery,3,5.28,15.84,Cash
T1204,2024-05-13 21:43:55,2024-05-13,21:00,POS-2,C001,P005,MILK-GAL,Milk Gallon,Dairy,1,4.49,4.49,Cash
T1204,2024-05-13 21:43:55,2024-05-13,21:00,POS-1,C001,P008,BREAD-WHT,White Bread,Grocery,1,3.30,3.30,Card
T1204,2024-05-13 21:43:55,2024-05-13,21:00,POS-1,C003,P012,LAY-CLASSIC,Lay's Classic Chips,Snacks,2,18.81,37.62,EBT
T1236,2024-05-14 10:31:20,2024-05-14,10:00,POS-1,C003,P010,CHOC-BAR,Chocolate Bar,Candy,2,27.61,55.22,EBT
T1236,2024-05-14 10:31:20,2024-05-14,10:00,POS-1,C001,P007,SPARK-WATER,Sparkling Water Variety Pack,Beverage,2,5.99,11.98,EBT
T1276,2024-05-14 10:32:25,2024-05-14,10:00,POS-1,C002,P030,SOAP,Dish Soap,Household,1,12.33,12.33,Card
T1276,2024-05-14 10:32:25,2024-05-14,10:00,POS-1,C002,P022,PASTA,Pasta Box,Grocery,1,6.70,6.70,EBT
T1276,2024-05-14 10:32:25,2024-05-14,10:00,POS-1,C002,P025,TUNA,Tuna Can,Grocery,1,11.46,11.46,Cash
T1247,2024-05-14 11:11:47,2024-05-14,11:00,POS-2,C003,P012,LAY-CLASSIC,Lay's Classic Chips,Snacks,2,18.81,37.62,Apple Pay
T1262,2024-05-14 11:32:32,2024-05-14,11:00,POS-1,C003,P012,LAY-CLASSIC,Lay's Classic Chips,Snacks,2,18.81,37.62,Cash
T1248,2024-05-14 11:37:54,2024-05-14,11:00,POS-1,C002,P001,RB-24CT,Red Bull 24ct,Energy Drink,1,44.81,44.81,Card
T1248,2024-05-14 11:37:54,2024-05-14,11:00,POS-2,C002,P016,YOGURT,Greek Yogurt Cup,Dairy,3,26.09,78.27,Apple Pay
T1248,2024-05-14 11:37:54,2024-05-14,11:00,POS-2,C003,P037,CEREAL,Cereal Box,Grocery,1,7.72,7.72,Cash
T1258,2024-05-14 11:41:15,2024-05-14,11:00,POS-1,C002,P008,BREAD-WHT,White Bread,Grocery,1,3.30,3.30,EBT
T1271,2024-05-14 11:57:39,2024-05-14,11:00,POS-1,C001,P035,BATTERY-AA,AA Batteries,Electronics,2,33.84,67.68,EBT
T1264,2024-05-14 12:31:14,2024-05-14,12:00,POS-1,C003,P005,MILK-GAL,Milk Gallon,Dairy,1,4.49,4.49,Cash
T1256,2024-05-14 12:57:41,2024-05-14,12:00,POS-1,C001,P003,EGG-12CT,Eggs 12ct,Grocery,1,37.39,37.39,Cash
T1256,2024-05-14 12:57:41,2024-05-14,12:00,POS-1,C003,P004,SBUX-FRAP,Starbucks Frappuccino,Beverage,3,42.69,128.07,EBT
T1273,2024-05-14 13:02:44,2024-05-14,13:00,POS-1,C002,P005,MILK-GAL,Milk Gallon,Dairy,2,4.49,8.98,Cash
T1273,2024-05-14 13:02:44,2024-05-14,13:00,POS-2,C001,P030,SOAP,Dish Soap,Household,1,12.33,12.33,Card
T1273,2024-05-14 13:02:44,2024-05-14,13:00,POS-2,C002,P029,BACON,Bacon Pack,Meat,1,2.13,2.13,Cash
T1273,2024-05-14 13:02:44,2024-05-14,13:00,POS-1,C003,P012,LAY-CLASSIC,Lay's Classic Chips,Snacks,1,18.81,18.81,Card
T1245,2024-05-14 13:28:06,2024-05-14,13:00,POS-2,C003,P026,ICECREAM,Ice Cream Pint,Frozen,1,8.55,8.55,Card
T1245,2024-05-14 13:28:06,2024-05-14,13:00,POS-2,C002,P019,COFFEE-CAN,Ground Coffee,Grocery,2,5.00,10.00,Apple Pay
T1254,2024-05-14 13:32:06,2024-05-14,13:00,POS-2,C002,P029,BACON,Bacon Pack,Meat,2,2.13,4.26,Card
T1254,2024-05-14 13:32:06,2024-05-14,13:00,POS-1,C003,P008,BREAD-WHT,White Bread,Grocery,2,3.30,6.60,Cash
T1254,2024-05-14 13:32:06,2024-05-14,13:00,POS-2,C003,P002,COKE-12OZ,Coca-Cola 12oz,Beverage,1,24.42,24.42,Apple Pay
T1267,2024-05-14 13:45:52,2024-05-14,13:00,POS-2,C003,P023,SAUCE,Tomato Sauce Jar,Grocery,2,8.57,17.14,Card
T1250,2024-05-14 13:48:39,2024-05-14,13:00,POS-2,C002,P040,TEA-BOTTLE,Iced Tea Bottle,Beverage,3,23.35,70.05,Cash
T1250,2024-05-14 13:48:39,2024-05-14,13:00,POS-1,C001,P033,TRASH-BAGS,Trash Bags,Household,3,3.67,11.01,Apple Pay
T1250,2024-05-14 13:48:39,2024-05-14,13:00,POS-1,C002,P040,TEA-BOTTLE,Iced Tea Bottle,Beverage,2,23.35,46.70,Apple Pay
T1250,2024-05-14 13:48:39,2024-05-14,13:00,POS-2,C001,P001,RB-24CT,Red Bull 24ct,Energy Drink,2,44.81,89.62,Apple Pay
T1242,2024-05-14 14:08:08,2024-05-14,14:00,POS-2,C003,P021,RICE,Jasmine Rice 5lb,Grocery,2,1.17,2.34,Cash
T1242,2024-05-14 14:08:08,2024-05-14,14:00,POS-1,C003,P035,BATTERY-AA,AA Batteries,Electronics,1,33.84,33.84,Apple Pay
T1242,2024-05-14 14:08:08,2024-05-14,14:00,POS-2,C003,P017,BUTTER,Butter Sticks,Dairy,3,42.18,126.54,Cash
T1242,2024-05-14 14:08:08,2024-05-14,14:00,POS-1,C003,P034,ADVIL,Pain Reliever,Pharmacy,3,5.77,17.31,Apple Pay
T1266,2024-05-14 14:22:52,2024-05-14,14:00,POS-1,C002,P016,YOGURT,Greek Yogurt Cup,Dairy,2,26.09,52.18,Cash
T1266,2024-05-14 14:22:52,2024-05-14,14:00,POS-1,C003,P016,YOGURT,Greek Yogurt Cup,Dairy,1,26.09,26.09,Apple Pay
T1266,2024-05-14 14:22:52,2024-05-14,14:00,POS-1,C001,P021,RICE,Jasmine Rice 5lb,Grocery,1,1.17,1.17,Cash
T1274,2024-05-14 14:24:41,2024-05-14,14:00,POS-1,C001,P025,TUNA,Tuna Can,Grocery,1,11.46,11.46,EBT
T1274,2024-05-14 14:24:41,2024-05-14,14:00,POS-2,C002,P008,BREAD-WHT,White Bread,Grocery,3,3.30,9.90,EBT
T1268,2024-05-14 14:30:30,2024-05-14,14:00,POS-1,C001,P021,RICE,Jasmine Rice 5lb,Grocery,2,1.17,2.34,Card
T1268,2024-05-14 14:30:30,2024-05-14,14:00,POS-1,C001,P023,SAUCE,Tomato Sauce Jar,Grocery,1,8.57,8.57,Card
T1251,2024-05-14 14:32:28,2024-05-14,14:00,POS-1,C003,P001,RB-24CT,Red Bull 24ct,Energy Drink,1,44.81,44.81,Card
T1251,2024-05-14 14:32:28,2024-05-14,14:00,POS-1,C001,P036,ENERGY-BAR,Protein Bar,Candy,3,42.75,128.25,Cash
T1251,2024-05-14 14:32:28,2024-05-14,14:00,POS-2,C001,P003,EGG-12CT,Eggs 12ct,Grocery,3,37.39,112.17,Cash
T1251,2024-05-14 14:32:28,2024-05-14,14:00,POS-2,C003,P017,BUTTER,Butter Sticks,Dairy,2,42.18,84.36,Card
T1237,2024-05-14 14:36:28,2024-05-14,14:00,POS-2,C001,P034,ADVIL,Pain Reliever,Pharmacy,2,5.77,11.54,EBT
T1233,2024-05-14 14:37:30,2024-05-14,14:00,POS-1,C002,P003,EGG-12CT,Eggs 12ct,Grocery,3,37.39,112.17,EBT
T1233,2024-05-14 14:37:30,2024-05-14,14:00,POS-2,C002,P012,LAY-CLASSIC,Lay's Classic Chips,Snacks,1,18.81,18.81,Card
T1233,2024-05-14 14:37:30,2024-05-14,14:00,POS-2,C003,P011,DORITOS,Doritos Nacho Cheese,Snacks,1,44.82,44.82,Apple Pay
T1233,2024-05-14 14:37:30,2024-05-14,14:00,POS-1,C003,P001,RB-24CT,Red Bull 24ct,Energy Drink,1,44.81,44.81,Apple Pay
T1259,2024-05-14 14:39:42,2024-05-14,14:00,POS-2,C001,P025,TUNA,Tuna Can,Grocery,1,11.46,11.46,Card
T1259,2024-05-14 14:39:42,2024-05-14,14:00,POS-1,C001,P003,EGG-12CT,Eggs 12ct,Grocery,1,37.39,37.39,EBT
T1259,2024-05-14 14:39:42,2024-05-14,14:00,POS-2,C001,P019,COFFEE-CAN,Ground Coffee,Grocery,1,5.00,5.00,Apple Pay
T1234,2024-05-14 14:44:44,2024-05-14,14:00,POS-1,C002,P015,ORANGE-JUICE,Orange Juice,Beverage,3,4.16,12.48,Apple Pay
T1265,2024-05-14 14:50:23,2024-05-14,14:00,POS-1,C003,P016,YOGURT,Greek Yogurt Cup,Dairy,1,26.09,26.09,Apple Pay
T1265,2024-05-14 14:50:23,2024-05-14,14:00,POS-2,C003,P015,ORANGE-JUICE,Orange Juice,Beverage,3,4.16,12.48,Cash
T1265,2024-05-14 14:50:23,2024-05-14,14:00,POS-2,C002,P001,RB-24CT,Red Bull 24ct,Energy Drink,2,44.81,89.62,Card
T1265,2024-05-14 14:50:23,2024-05-14,14:00,POS-2,C002,P040,TEA-BOTTLE,Iced Tea Bottle,Beverage,2,23.35,46.70,Cash
T1240,2024-05-14 14:52:45,2024-05-14,14:00,POS-1,C002,P002,COKE-12OZ,Coca-Cola 12oz,Beverage,2,24.42,48.84,Cash
T1240,2024-05-14 14:52:45,2024-05-14,14:00,POS-2,C001,P022,PASTA,Pasta Box,Grocery,3,6.70,20.10,EBT
T1240,2024-05-14 14:52:45,2024-05-14,14:00,POS-1,C002,P003,EGG-12CT,Eggs 12ct,Grocery,1,37.39,37.39,EBT
T1240,2024-05-14 14:52:45,2024-05-14,14:00,POS-1,C002,P037,CEREAL,Cereal Box,Grocery,3,7.72,23.16,Card
T1241,2024-05-14 15:03:35,2024-05-14,15:00,POS-1,C003,P034,ADVIL,Pain Reliever,Pharmacy,1,5.77,5.77,Cash
T1241,2024-05-14 15:03:35,2024-05-14,15:00,POS-2,C003,P016,YOGURT,Greek Yogurt Cup,Dairy,1,26.09,26.09,Apple Pay
T1241,2024-05-14 15:03:35,2024-05-14,15:00,POS-2,C002,P017,BUTTER,Butter Sticks,Dairy,2,42.18,84.36,Cash
T1241,2024-05-14 15:03:35,2024-05-14,15:00,POS-2,C002,P037,CEREAL,Cereal Box,Grocery,1,7.72,7.72,Apple Pay
T1275,2024-05-14 15:39:17,2024-05-14,15:00,POS-2,C002,P027,FROZEN-PIZZA,Frozen Pizza,Frozen,1,3.48,3.48,Apple Pay
T1275,2024-05-14 15:39:17,2024-05-14,15:00,POS-2,C003,P014,GATORADE,Gatorade 20oz,Beverage,2,30.95,61.90,EBT
T1275,2024-05-14 15:39:17,2024-05-14,15:00,POS-1,C003,P029,BACON,Bacon Pack,Meat,3,2.13,6.39,Card
T1275,2024-05-14 15:39:17,2024-05-14,15:00,POS-1,C002,P016,YOGURT,Greek Yogurt Cup,Dairy,3,26.09,78.27,Cash
T1253,2024-05-14 15:41:46,2024-05-14,15:00,POS-1,C003,P027,FROZEN-PIZZA,Frozen Pizza,Frozen,2,3.48,6.96,Card
T1257,2024-05-14 16:04:18,2024-05-14,16:00,POS-2,C002,P005,MILK-GAL,Milk Gallon,Dairy,1,4.49,4.49,Apple Pay
T1239,2024-05-14 16:07:06,2024-05-14,16:00,POS-2,C003,P001,RB-24CT,Red Bull 24ct,Energy Drink,3,44.81,134.43,Apple Pay
T1239,2024-05-14 16:07:06,2024-05-14,16:00,POS-1,C001,P011,DORITOS,Doritos Nacho Cheese,Snacks,3,44.82,134.46,Cash
T1244,2024-05-14 16:09:53,2024-05-14,16:00,POS-1,C003,P025,TUNA,Tuna Can,Grocery,1,11.46,11.46,Card
T1235,2024-05-14 16:41:24,2024-05-14,16:00,POS-1,C001,P034,ADVIL,Pain Reliever,Pharmacy,2,5.77,11.54,Cash
T1235,2024-05-14 16:41:24,2024-05-14,16:00,POS-2,C002,P019,COFFEE-CAN,Ground Coffee,Grocery,2,5.00,10.00,Cash
T1243,2024-05-14 16:48:22,2024-05-14,16:00,POS-2,C002,P021,RICE,Jasmine Rice 5lb,Grocery,2,1.17,2.34,Card
T1243,2024-05-14 16:48:22,2024-05-14,16:00,POS-1,C001,P038,ALMONDS,Blue Diamond Almonds,Snacks,2,25.38,50.76,EBT
T1243,2024-05-14 16:48:22,2024-05-14,16:00,POS-1,C003,P025,TUNA,Tuna Can,Grocery,1,11.46,11.46,Card
T1243,2024-05-14 16:48:22,2024-05-14,16:00,POS-2,C001,P024,SOUP,Chicken Soup Can,Grocery,1,3.37,3.37,Apple Pay
T1232,2024-05-14 16:51:10,2024-05-14,16:00,POS-1,C001,P002,COKE-12OZ,Coca-Cola 12oz,Beverage,3,24.42,73.26,Card
T1272,2024-05-14 16:57:38,2024-05-14,16:00,POS-2,C003,P036,ENERGY-BAR,Protein Bar,Candy,3,42.75,128.25,EBT
T1238,2024-05-14 17:01:06,2024-05-14,17:00,POS-2,C003,P014,GATORADE,Gatorade 20oz,Beverage,2,30.95,61.90,Cash
T1238,2024-05-14 17:01:06,2024-05-14,17:00,POS-2,C002,P019,COFFEE-CAN,Ground Coffee,Grocery,3,5.00,15.00,Apple Pay
T1238,2024-05-14 17:01:06,2024-05-14,17:00,POS-1,C002,P001,RB-24CT,Red Bull 24ct,Energy Drink,1,44.81,44.81,Apple Pay
T1238,2024-05-14 17:01:06,2024-05-14,17:00,POS-2,C003,P002,COKE-12OZ,Coca-Cola 12oz,Beverage,2,24.42,48.84,Apple Pay
T1252,2024-05-14 17:09:01,2024-05-14,17:00,POS-1,C003,P026,ICECREAM,Ice Cream Pint,Frozen,1,8.55,8.55,Cash
T1252,2024-05-14 17:09:01,2024-05-14,17:00,POS-2,C002,P001,RB-24CT,Red Bull 24ct,Energy Drink,1,44.81,44.81,EBT
T1252,2024-05-14 17:09:01,2024-05-14,17:00,POS-2,C002,P001,RB-24CT,Red Bull 24ct,Energy Drink,3,44.81,134.43,Apple Pay
T1252,2024-05-14 17:09:01,2024-05-14,17:00,POS-2,C003,P003,EGG-12CT,Eggs 12ct,Grocery,1,37.39,37.39,Card
T1270,2024-05-14 18:10:14,2024-05-14,18:00,POS-2,C001,P021,RICE,Jasmine Rice 5lb,Grocery,3,1.17,3.51,Apple Pay
T1270,2024-05-14 18:10:14,2024-05-14,18:00,POS-1,C001,P029,BACON,Bacon Pack,Meat,2,2.13,4.26,EBT
T1270,2024-05-14 18:10:14,2024-05-14,18:00,POS-1,C001,P032,TOILET-PAPER,Toilet Paper 12pk,Household,2,18.40,36.80,Card
T1270,2024-05-14 18:10:14,2024-05-14,18:00,POS-2,C001,P003,EGG-12CT,Eggs 12ct,Grocery,1,37.39,37.39,Card
T1261,2024-05-14 18:37:25,2024-05-14,18:00,POS-2,C003,P037,CEREAL,Cereal Box,Grocery,2,7.72,15.44,Cash
T1261,2024-05-14 18:37:25,2024-05-14,18:00,POS-2,C001,P019,COFFEE-CAN,Ground Coffee,Grocery,1,5.00,5.00,Apple Pay
T1263,2024-05-14 18:51:39,2024-05-14,18:00,POS-1,C003,P027,FROZEN-PIZZA,Frozen Pizza,Frozen,1,3.48,3.48,Cash
T1263,2024-05-14 18:51:39,2024-05-14,18:00,POS-2,C002,P002,COKE-12OZ,Coca-Cola 12oz,Beverage,3,24.42,73.26,Card
T1269,2024-05-14 19:09:03,2024-05-14,19:00,POS-1,C003,P005,MILK-GAL,Milk Gallon,Dairy,2,4.49,8.98,Apple Pay
T1269,2024-05-14 19:09:03,2024-05-14,19:00,POS-1,C002,P003,EGG-12CT,Eggs 12ct,Grocery,1,37.39,37.39,EBT
T1260,2024-05-14 19:29:28,2024-05-14,19:00,POS-1,C002,P028,HOTDOG,Hot Dog Pack,Meat,3,8.92,26.76,Cash
T1260,2024-05-14 19:29:28,2024-05-14,19:00,POS-1,C002,P016,YOGURT,Greek Yogurt Cup,Dairy,2,26.09,52.18,Card
T1260,2024-05-14 19:29:28,2024-05-14,19:00,POS-1,C001,P002,COKE-12OZ,Coca-Cola 12oz,Beverage,3,24.42,73.26,Card
T1255,2024-05-14 20:09:19,2024-05-14,20:00,POS-1,C001,P038,ALMONDS,Blue Diamond Almonds,Snacks,1,25.38,25.38,Card
T1255,2024-05-14 20:09:19,2024-05-14,20:00,POS-2,C003,P001,RB-24CT,Red Bull 24ct,Energy Drink,2,44.81,89.62,Card
T1255,2024-05-14 20:09:19,2024-05-14,20:00,POS-1,C003,P035,BATTERY-AA,AA Batteries,Electronics,1,33.84,33.84,Apple Pay
T1249,2024-05-14 20:33:04,2024-05-14,20:00,POS-2,C001,P014,GATORADE,Gatorade 20oz,Beverage,1,30.95,30.95,Cash
T1249,2024-05-14 20:33:04,2024-05-14,20:00,POS-2,C002,P019,COFFEE-CAN,Ground Coffee,Grocery,3,5.00,15.00,Apple Pay
T1246,2024-05-14 21:03:00,2024-05-14,21:00,POS-1,C003,P003,EGG-12CT,Eggs 12ct,Grocery,2,37.39,74.78,Apple Pay
T1246,2024-05-14 21:03:00,2024-05-14,21:00,POS-1,C003,P035,BATTERY-AA,AA Batteries,Electronics,2,33.84,67.68,Cash
T1246,2024-05-14 21:03:00,2024-05-14,21:00,POS-2,C001,P034,ADVIL,Pain Reliever,Pharmacy,1,5.77,5.77,Card
